,_id,title,text,metadata,num
422,466_,,"it skills ms office. photoshop. sql server.education details june 2015 bachelor yashwantrao chavan maharashtra university sales manager sales manager skill details ms office exprience 6 months ms sql server exprience 6 months photoshop exprience 6 months sql exprience 6 months sql server exprience 6 monthscompany details company nature of work description generating leads on calls, suggesting residential property as per clients budget specification, building relationship with channel partner. meeting with clients for project presentation follow for up site visit deal closure. worked with icici merchant services hgs payroll as sales manager. 16th jan 2017 to till 30th aug 2018 nature of work sales of pos edc machine, sme loan, loan against electronic payment. acquiring ",,114
423,467_,,"new merchants and retaing existing merchants. cold calling with casa team icici bank generating leads. field visit providing demo to retailers shopkeeper sme corporate merchant for closing signup. worked with mahal pvt ltd. as sr. sales executive. 04th mar 2016 to 03 jan 2017 nature of work calling on leads gegenerat interacting with clients on call suggesting property flat bunglows n.a plots row houses as per their requirement. meeting new channel partners maintain relationship with channel partners for leads. achieving monthly targets, maintaining reports updating seniors of daily activities. company bookmyflat.com description arranging site visit with client on lead generated closing deal by suggesting appropriate residential property to clients as per their budget.",,113
424,468_,,skill sets multi tasking collaborative optimistic thinking effective teamleader team trainer visualizing the work which is to be done good grip on communication various languages known value loyalty and is loyal towards my responsibility compatible working with ms officeeducation details january 2017 mba marketing sales amity university january 2015 bsc. hotel management p.s.g college of arts and sciences institution university board sales manager sales and marketing management skill det,,69
425,469_,,"ails ms office exprience 4 monthscompany details company cohesive technologies description i am responsible for managing company's business in mumbai area,along with branch manager,i follow up leads given to me by my corporate office, i meet them personally give them the best solutions and product suitable for their business, i even generate leads by myself by calling up the clients through cold call,my job is like an entrepreneur here, which basically involves managing a small business.",,76
426,470_,,education details bachelor's bachelor's commerce india guru nanak high school sales manager skill details data entry exprience less than 1 year months cold calling exprience less than 1 year months sales exprience less than 1 year months salesforce exprience less than 1 year months ms office exprience less than 1 year monthscompany details company emperor h,,56
427,471_,,onda description company honda cars india ltd description 1. worked as an asm at maruti dealership for 10 years 2. currently working as manager sales in honda car dealership from last 5 years 3. good sportsmen represent my college in various cricket tournaments 4. lead nagpur university cricket team also 5. searching job in car dealership or cricket academy,,59
428,472_,,skills 1. ms office 2. good communication skills and convincing power 3. knowledge of sales and marketing 4. customer sales management 5. talent management 6. direct sales management strengths 1. dedication and dependability 2. flexibility able to work in taxing and demanding conditions on reasonably stretchable time slots 3. team work able to work cooperatively in a team and lead the team to success education details sales manager skill details and marketing exprience 6 months direct,,76
429,473_,, sales exprience 36 months marketing exprience 6 months of sales exprience 36 months sales exprience 36 monthscompany details company bajaj finance description company bajaj finance description sbi bank as a office assistence for 1 year k g n shope as a office assistence 6 month vodafone as a telle caller 1 year bajaj finserv ltd as an assistant sales manager 11 month square capital as a sales manager 5 month at present working in bajaj housing finance ltd as an assistant sales manager,,83
430,474_,,"key skills planning strategizing presentation skill client relationship energy level enquiry generation achieving targets qualifications a university in marketing or business studies is preferred or a minimum of three years of related experience in sales marketing sector. problem solving and analytical skills to interpret sales performance and market trend information. proven ability to motivate and lead the sales team. experience in developing marketing and sales strategies. excellent oral and written communication skills, plus a good working knowledge of microsoft office. computer knowledge knowledge of ms excel, ms word, ms powerpoint achievements and interests i played cricket for national team maharashtra cricket association played regional level cricket tournament thee times for school team worked as a sports secretary in college annual meet. worked as a volunteer for road show in poona college. worked as a group leader for college presentation. my interest are learning various computers languages tricks and techniques of computer and playing cricket. personal information . education details mba operations dr. d. y. patil college b.b.a. marketing pune, maharashtra poona college h. s. c. moledina high school jr. college s. s. c. maharashtra board a.m.v.high school sales manager sales manager skill details sales exprience 104 months marketing exprience 97 months sales team exprience 44 months and sales exprience 6 months excel exprience 6 monthscompany details company f2 fun fitness description set individual sales targets with sales team. handling enquiries. generating new enquiries set individual sales targets with sales team. continuously managing team performance. managing staff training ",,247
431,475_,,requirements. generate timely sales reports. organizing seasonal promotions and events. supervise and motivate staff. holds regular meeting with sales staff. company gold's gym india pvt ltd description job profile set individual sales targets with sales team. handling enquiries. generating new enquiries set individual sales targets with sales team. continuously managing team performance. managing staff training requirements. generate timely sales reports. organizing seasonal promotions and events. supervise and motivate staff. holds regular meeting with sales staff. company description 10 to 24 2012 achievements joined as a sales associate in 2010. promoted to sales manager 2012. exceeded sales targets with high level of contribution dedication to the organization. applauded for best sales marketing performance in pune zone awarded the certificate of excellence outstanding performance in the year 2014. ranked as 1 sales manager out of 6 in 2013 and 2014. recognized for superior performance as a two time district employee of the month honoree. job profile build strategies and develop marketing initiative to create awareness of company services. propose and execute the promotional programme to attract clients. working with the team of four six people thereby ensuring that targets defined are achieved. arrange all the necessary possible facilities for information desk. manages personal and develops sales roles support staff. reviews progress of sales roles throughout the company. determine price schedules and discount rate. generate timely sales reports. control expenses and monitor budgets. company talwalkars aspire fitness pvt ltd description company talwalkars aspire fitness pvt ltd description ,,244
432,476_,,"it skills ms office. photoshop. sql server.education details june 2015 bachelor yashwantrao chavan maharashtra university sales manager sales manager skill details ms office exprience 6 months ms sql server exprience 6 months photoshop exprience 6 months sql exprience 6 months sql server exprience 6 monthscompany details company nature of work description generating leads on calls, suggesting residential property as per clients budget specification, building relationship with channel partner. meeting with clients for project presentation follow for up site visit deal closure. worked with icici merchant services hgs payroll as sales manager. 16th jan 2017 to till 30th aug 2018 nature of work sales of pos edc machine, sme loan, loan against electronic payment. acquiring ",,114
433,477_,,"new merchants and retaing existing merchants. cold calling with casa team icici bank generating leads. field visit providing demo to retailers shopkeeper sme corporate merchant for closing signup. worked with mahal pvt ltd. as sr. sales executive. 04th mar 2016 to 03 jan 2017 nature of work calling on leads gegenerat interacting with clients on call suggesting property flat bunglows n.a plots row houses as per their requirement. meeting new channel partners maintain relationship with channel partners for leads. achieving monthly targets, maintaining reports updating seniors of daily activities. company bookmyflat.com description arranging site visit with client on lead generated closing deal by suggesting appropriate residential property to clients as per their budget.",,113
434,478_,,skill sets multi tasking collaborative optimistic thinking effective teamleader team trainer visualizing the work which is to be done good grip on communication various languages known value loyalty and is loyal towards my responsibility compatible working with ms officeeducation details january 2017 mba marketing sales amity university january 2015 bsc. hotel management p.s.g college of arts and sciences institution university board sales manager sales and marketing management skill det,,69
435,479_,,"ails ms office exprience 4 monthscompany details company cohesive technologies description i am responsible for managing company's business in mumbai area,along with branch manager,i follow up leads given to me by my corporate office, i meet them personally give them the best solutions and product suitable for their business, i even generate leads by myself by calling up the clients through cold call,my job is like an entrepreneur here, which basically involves managing a small business.",,76
436,480_,,education details bachelor's bachelor's commerce india guru nanak high school sales manager skill details data entry exprience less than 1 year months cold calling exprience less than 1 year months sales exprience less than 1 year months salesforce exprience less than 1 year months ms office exprience less than 1 year monthscompany details company emperor h,,56
437,481_,,onda description company honda cars india ltd description 1. worked as an asm at maruti dealership for 10 years 2. currently working as manager sales in honda car dealership from last 5 years 3. good sportsmen represent my college in various cricket tournaments 4. lead nagpur university cricket team also 5. searching job in car dealership or cricket academy,,59
438,482_,,skills 1. ms office 2. good communication skills and convincing power 3. knowledge of sales and marketing 4. customer sales management 5. talent management 6. direct sales management strengths 1. dedication and dependability 2. flexibility able to work in taxing and demanding conditions on reasonably stretchable time slots 3. team work able to work cooperatively in a team and lead the team to success education details sales manager skill details and marketing exprience 6 months direct,,76
439,483_,, sales exprience 36 months marketing exprience 6 months of sales exprience 36 months sales exprience 36 monthscompany details company bajaj finance description company bajaj finance description sbi bank as a office assistence for 1 year k g n shope as a office assistence 6 month vodafone as a telle caller 1 year bajaj finserv ltd as an assistant sales manager 11 month square capital as a sales manager 5 month at present working in bajaj housing finance ltd as an assistant sales manager,,83
440,484_,,"key skills planning strategizing presentation skill client relationship energy level enquiry generation achieving targets qualifications a university in marketing or business studies is preferred or a minimum of three years of related experience in sales marketing sector. problem solving and analytical skills to interpret sales performance and market trend information. proven ability to motivate and lead the sales team. experience in developing marketing and sales strategies. excellent oral and written communication skills, plus a good working knowledge of microsoft office. computer knowledge knowledge of ms excel, ms word, ms powerpoint achievements and interests i played cricket for national team maharashtra cricket association played regional level cricket tournament thee times for school team worked as a sports secretary in college annual meet. worked as a volunteer for road show in poona college. worked as a group leader for college presentation. my interest are learning various computers languages tricks and techniques of computer and playing cricket. personal information . education details mba operations dr. d. y. patil college b.b.a. marketing pune, maharashtra poona college h. s. c. moledina high school jr. college s. s. c. maharashtra board a.m.v.high school sales manager sales manager skill details sales exprience 104 months marketing exprience 97 months sales team exprience 44 months and sales exprience 6 months excel exprience 6 monthscompany details company f2 fun fitness description set individual sales targets with sales team. handling enquiries. generating new enquiries set individual sales targets with sales team. continuously managing team performance. managing staff training ",,247
441,485_,,requirements. generate timely sales reports. organizing seasonal promotions and events. supervise and motivate staff. holds regular meeting with sales staff. company gold's gym india pvt ltd description job profile set individual sales targets with sales team. handling enquiries. generating new enquiries set individual sales targets with sales team. continuously managing team performance. managing staff training requirements. generate timely sales reports. organizing seasonal promotions and events. supervise and motivate staff. holds regular meeting with sales staff. company description 10 to 24 2012 achievements joined as a sales associate in 2010. promoted to sales manager 2012. exceeded sales targets with high level of contribution dedication to the organization. applauded for best sales marketing performance in pune zone awarded the certificate of excellence outstanding performance in the year 2014. ranked as 1 sales manager out of 6 in 2013 and 2014. recognized for superior performance as a two time district employee of the month honoree. job profile build strategies and develop marketing initiative to create awareness of company services. propose and execute the promotional programme to attract clients. working with the team of four six people thereby ensuring that targets defined are achieved. arrange all the necessary possible facilities for information desk. manages personal and develops sales roles support staff. reviews progress of sales roles throughout the company. determine price schedules and discount rate. generate timely sales reports. control expenses and monitor budgets. company talwalkars aspire fitness pvt ltd description company talwalkars aspire fitness pvt ltd description ,,244
442,486_,,"it skills ms office. photoshop. sql server.education details june 2015 bachelor yashwantrao chavan maharashtra university sales manager sales manager skill details ms office exprience 6 months ms sql server exprience 6 months photoshop exprience 6 months sql exprience 6 months sql server exprience 6 monthscompany details company nature of work description generating leads on calls, suggesting residential property as per clients budget specification, building relationship with channel partner. meeting with clients for project presentation follow for up site visit deal closure. worked with icici merchant services hgs payroll as sales manager. 16th jan 2017 to till 30th aug 2018 nature of work sales of pos edc machine, sme loan, loan against electronic payment. acquiring ",,114
443,487_,,"new merchants and retaing existing merchants. cold calling with casa team icici bank generating leads. field visit providing demo to retailers shopkeeper sme corporate merchant for closing signup. worked with mahal pvt ltd. as sr. sales executive. 04th mar 2016 to 03 jan 2017 nature of work calling on leads gegenerat interacting with clients on call suggesting property flat bunglows n.a plots row houses as per their requirement. meeting new channel partners maintain relationship with channel partners for leads. achieving monthly targets, maintaining reports updating seniors of daily activities. company bookmyflat.com description arranging site visit with client on lead generated closing deal by suggesting appropriate residential property to clients as per their budget.",,113
444,488_,,skill sets multi tasking collaborative optimistic thinking effective teamleader team trainer visualizing the work which is to be done good grip on communication various languages known value loyalty and is loyal towards my responsibility compatible working with ms officeeducation details january 2017 mba marketing sales amity university january 2015 bsc. hotel management p.s.g college of arts and sciences institution university board sales manager sales and marketing management skill det,,69
445,489_,,"ails ms office exprience 4 monthscompany details company cohesive technologies description i am responsible for managing company's business in mumbai area,along with branch manager,i follow up leads given to me by my corporate office, i meet them personally give them the best solutions and product suitable for their business, i even generate leads by myself by calling up the clients through cold call,my job is like an entrepreneur here, which basically involves managing a small business.",,76
446,490_,,education details bachelor's bachelor's commerce india guru nanak high school sales manager skill details data entry exprience less than 1 year months cold calling exprience less than 1 year months sales exprience less than 1 year months salesforce exprience less than 1 year months ms office exprience less than 1 year monthscompany details company emperor h,,56
447,491_,,onda description company honda cars india ltd description 1. worked as an asm at maruti dealership for 10 years 2. currently working as manager sales in honda car dealership from last 5 years 3. good sportsmen represent my college in various cricket tournaments 4. lead nagpur university cricket team also 5. searching job in car dealership or cricket academy,,59
448,492_,,skills 1. ms office 2. good communication skills and convincing power 3. knowledge of sales and marketing 4. customer sales management 5. talent management 6. direct sales management strengths 1. dedication and dependability 2. flexibility able to work in taxing and demanding conditions on reasonably stretchable time slots 3. team work able to work cooperatively in a team and lead the team to success education details sales manager skill details and marketing exprience 6 months direct,,76
449,493_,, sales exprience 36 months marketing exprience 6 months of sales exprience 36 months sales exprience 36 monthscompany details company bajaj finance description company bajaj finance description sbi bank as a office assistence for 1 year k g n shope as a office assistence 6 month vodafone as a telle caller 1 year bajaj finserv ltd as an assistant sales manager 11 month square capital as a sales manager 5 month at present working in bajaj housing finance ltd as an assistant sales manager,,83
450,494_,,"key skills planning strategizing presentation skill client relationship energy level enquiry generation achieving targets qualifications a university in marketing or business studies is preferred or a minimum of three years of related experience in sales marketing sector. problem solving and analytical skills to interpret sales performance and market trend information. proven ability to motivate and lead the sales team. experience in developing marketing and sales strategies. excellent oral and written communication skills, plus a good working knowledge of microsoft office. computer knowledge knowledge of ms excel, ms word, ms powerpoint achievements and interests i played cricket for national team maharashtra cricket association played regional level cricket tournament thee times for school team worked as a sports secretary in college annual meet. worked as a volunteer for road show in poona college. worked as a group leader for college presentation. my interest are learning various computers languages tricks and techniques of computer and playing cricket. personal information . education details mba operations dr. d. y. patil college b.b.a. marketing pune, maharashtra poona college h. s. c. moledina high school jr. college s. s. c. maharashtra board a.m.v.high school sales manager sales manager skill details sales exprience 104 months marketing exprience 97 months sales team exprience 44 months and sales exprience 6 months excel exprience 6 monthscompany details company f2 fun fitness description set individual sales targets with sales team. handling enquiries. generating new enquiries set individual sales targets with sales team. continuously managing team performance. managing staff training ",,247
451,495_,,requirements. generate timely sales reports. organizing seasonal promotions and events. supervise and motivate staff. holds regular meeting with sales staff. company gold's gym india pvt ltd description job profile set individual sales targets with sales team. handling enquiries. generating new enquiries set individual sales targets with sales team. continuously managing team performance. managing staff training requirements. generate timely sales reports. organizing seasonal promotions and events. supervise and motivate staff. holds regular meeting with sales staff. company description 10 to 24 2012 achievements joined as a sales associate in 2010. promoted to sales manager 2012. exceeded sales targets with high level of contribution dedication to the organization. applauded for best sales marketing performance in pune zone awarded the certificate of excellence outstanding performance in the year 2014. ranked as 1 sales manager out of 6 in 2013 and 2014. recognized for superior performance as a two time district employee of the month honoree. job profile build strategies and develop marketing initiative to create awareness of company services. propose and execute the promotional programme to attract clients. working with the team of four six people thereby ensuring that targets defined are achieved. arrange all the necessary possible facilities for information desk. manages personal and develops sales roles support staff. reviews progress of sales roles throughout the company. determine price schedules and discount rate. generate timely sales reports. control expenses and monitor budgets. company talwalkars aspire fitness pvt ltd description company talwalkars aspire fitness pvt ltd description ,,244
452,496_,,"it skills ms office. photoshop. sql server.education details june 2015 bachelor yashwantrao chavan maharashtra university sales manager sales manager skill details ms office exprience 6 months ms sql server exprience 6 months photoshop exprience 6 months sql exprience 6 months sql server exprience 6 monthscompany details company nature of work description generating leads on calls, suggesting residential property as per clients budget specification, building relationship with channel partner. meeting with clients for project presentation follow for up site visit deal closure. worked with icici merchant services hgs payroll as sales manager. 16th jan 2017 to till 30th aug 2018 nature of work sales of pos edc machine, sme loan, loan against electronic payment. acquiring ",,114
453,497_,,"new merchants and retaing existing merchants. cold calling with casa team icici bank generating leads. field visit providing demo to retailers shopkeeper sme corporate merchant for closing signup. worked with mahal pvt ltd. as sr. sales executive. 04th mar 2016 to 03 jan 2017 nature of work calling on leads gegenerat interacting with clients on call suggesting property flat bunglows n.a plots row houses as per their requirement. meeting new channel partners maintain relationship with channel partners for leads. achieving monthly targets, maintaining reports updating seniors of daily activities. company bookmyflat.com description arranging site visit with client on lead generated closing deal by suggesting appropriate residential property to clients as per their budget.",,113
454,498_,,skill sets multi tasking collaborative optimistic thinking effective teamleader team trainer visualizing the work which is to be done good grip on communication various languages known value loyalty and is loyal towards my responsibility compatible working with ms officeeducation details january 2017 mba marketing sales amity university january 2015 bsc. hotel management p.s.g college of arts and sciences institution university board sales manager sales and marketing management skill det,,69
455,499_,,"ails ms office exprience 4 monthscompany details company cohesive technologies description i am responsible for managing company's business in mumbai area,along with branch manager,i follow up leads given to me by my corporate office, i meet them personally give them the best solutions and product suitable for their business, i even generate leads by myself by calling up the clients through cold call,my job is like an entrepreneur here, which basically involves managing a small business.",,76
456,500_,,education details bachelor's bachelor's commerce india guru nanak high school sales manager skill details data entry exprience less than 1 year months cold calling exprience less than 1 year months sales exprience less than 1 year months salesforce exprience less than 1 year months ms office exprience less than 1 year monthscompany details company emperor h,,56
457,501_,,onda description company honda cars india ltd description 1. worked as an asm at maruti dealership for 10 years 2. currently working as manager sales in honda car dealership from last 5 years 3. good sportsmen represent my college in various cricket tournaments 4. lead nagpur university cricket team also 5. searching job in car dealership or cricket academy,,59
458,502_,,skills 1. ms office 2. good communication skills and convincing power 3. knowledge of sales and marketing 4. customer sales management 5. talent management 6. direct sales management strengths 1. dedication and dependability 2. flexibility able to work in taxing and demanding conditions on reasonably stretchable time slots 3. team work able to work cooperatively in a team and lead the team to success education details sales manager skill details and marketing exprience 6 months direct,,76
459,503_,, sales exprience 36 months marketing exprience 6 months of sales exprience 36 months sales exprience 36 monthscompany details company bajaj finance description company bajaj finance description sbi bank as a office assistence for 1 year k g n shope as a office assistence 6 month vodafone as a telle caller 1 year bajaj finserv ltd as an assistant sales manager 11 month square capital as a sales manager 5 month at present working in bajaj housing finance ltd as an assistant sales manager,,83
460,504_,,"key skills planning strategizing presentation skill client relationship energy level enquiry generation achieving targets qualifications a university in marketing or business studies is preferred or a minimum of three years of related experience in sales marketing sector. problem solving and analytical skills to interpret sales performance and market trend information. proven ability to motivate and lead the sales team. experience in developing marketing and sales strategies. excellent oral and written communication skills, plus a good working knowledge of microsoft office. computer knowledge knowledge of ms excel, ms word, ms powerpoint achievements and interests i played cricket for national team maharashtra cricket association played regional level cricket tournament thee times for school team worked as a sports secretary in college annual meet. worked as a volunteer for road show in poona college. worked as a group leader for college presentation. my interest are learning various computers languages tricks and techniques of computer and playing cricket. personal information . education details mba operations dr. d. y. patil college b.b.a. marketing pune, maharashtra poona college h. s. c. moledina high school jr. college s. s. c. maharashtra board a.m.v.high school sales manager sales manager skill details sales exprience 104 months marketing exprience 97 months sales team exprience 44 months and sales exprience 6 months excel exprience 6 monthscompany details company f2 fun fitness description set individual sales targets with sales team. handling enquiries. generating new enquiries set individual sales targets with sales team. continuously managing team performance. managing staff training ",,247
461,505_,,requirements. generate timely sales reports. organizing seasonal promotions and events. supervise and motivate staff. holds regular meeting with sales staff. company gold's gym india pvt ltd description job profile set individual sales targets with sales team. handling enquiries. generating new enquiries set individual sales targets with sales team. continuously managing team performance. managing staff training requirements. generate timely sales reports. organizing seasonal promotions and events. supervise and motivate staff. holds regular meeting with sales staff. company description 10 to 24 2012 achievements joined as a sales associate in 2010. promoted to sales manager 2012. exceeded sales targets with high level of contribution dedication to the organization. applauded for best sales marketing performance in pune zone awarded the certificate of excellence outstanding performance in the year 2014. ranked as 1 sales manager out of 6 in 2013 and 2014. recognized for superior performance as a two time district employee of the month honoree. job profile build strategies and develop marketing initiative to create awareness of company services. propose and execute the promotional programme to attract clients. working with the team of four six people thereby ensuring that targets defined are achieved. arrange all the necessary possible facilities for information desk. manages personal and develops sales roles support staff. reviews progress of sales roles throughout the company. determine price schedules and discount rate. generate timely sales reports. control expenses and monitor budgets. company talwalkars aspire fitness pvt ltd description company talwalkars aspire fitness pvt ltd description ,,244
462,506_,,"it skills ms office. photoshop. sql server.education details june 2015 bachelor yashwantrao chavan maharashtra university sales manager sales manager skill details ms office exprience 6 months ms sql server exprience 6 months photoshop exprience 6 months sql exprience 6 months sql server exprience 6 monthscompany details company nature of work description generating leads on calls, suggesting residential property as per clients budget specification, building relationship with channel partner. meeting with clients for project presentation follow for up site visit deal closure. worked with icici merchant services hgs payroll as sales manager. 16th jan 2017 to till 30th aug 2018 nature of work sales of pos edc machine, sme loan, loan against electronic payment. acquiring ",,114
463,507_,,"new merchants and retaing existing merchants. cold calling with casa team icici bank generating leads. field visit providing demo to retailers shopkeeper sme corporate merchant for closing signup. worked with mahal pvt ltd. as sr. sales executive. 04th mar 2016 to 03 jan 2017 nature of work calling on leads gegenerat interacting with clients on call suggesting property flat bunglows n.a plots row houses as per their requirement. meeting new channel partners maintain relationship with channel partners for leads. achieving monthly targets, maintaining reports updating seniors of daily activities. company bookmyflat.com description arranging site visit with client on lead generated closing deal by suggesting appropriate residential property to clients as per their budget.",,113
464,508_,,skill sets multi tasking collaborative optimistic thinking effective teamleader team trainer visualizing the work which is to be done good grip on communication various languages known value loyalty and is loyal towards my responsibility compatible working with ms officeeducation details january 2017 mba marketing sales amity university january 2015 bsc. hotel management p.s.g college of arts and sciences institution university board sales manager sales and marketing management skill det,,69
465,509_,,"ails ms office exprience 4 monthscompany details company cohesive technologies description i am responsible for managing company's business in mumbai area,along with branch manager,i follow up leads given to me by my corporate office, i meet them personally give them the best solutions and product suitable for their business, i even generate leads by myself by calling up the clients through cold call,my job is like an entrepreneur here, which basically involves managing a small business.",,76
466,510_,,education details bachelor's bachelor's commerce india guru nanak high school sales manager skill details data entry exprience less than 1 year months cold calling exprience less than 1 year months sales exprience less than 1 year months salesforce exprience less than 1 year months ms office exprience less than 1 year monthscompany details company emperor h,,56
467,511_,,onda description company honda cars india ltd description 1. worked as an asm at maruti dealership for 10 years 2. currently working as manager sales in honda car dealership from last 5 years 3. good sportsmen represent my college in various cricket tournaments 4. lead nagpur university cricket team also 5. searching job in car dealership or cricket academy,,59
468,512_,,skills 1. ms office 2. good communication skills and convincing power 3. knowledge of sales and marketing 4. customer sales management 5. talent management 6. direct sales management strengths 1. dedication and dependability 2. flexibility able to work in taxing and demanding conditions on reasonably stretchable time slots 3. team work able to work cooperatively in a team and lead the team to success education details sales manager skill details and marketing exprience 6 months direct,,76
469,513_,, sales exprience 36 months marketing exprience 6 months of sales exprience 36 months sales exprience 36 monthscompany details company bajaj finance description company bajaj finance description sbi bank as a office assistence for 1 year k g n shope as a office assistence 6 month vodafone as a telle caller 1 year bajaj finserv ltd as an assistant sales manager 11 month square capital as a sales manager 5 month at present working in bajaj housing finance ltd as an assistant sales manager,,83
470,514_,,"key skills planning strategizing presentation skill client relationship energy level enquiry generation achieving targets qualifications a university in marketing or business studies is preferred or a minimum of three years of related experience in sales marketing sector. problem solving and analytical skills to interpret sales performance and market trend information. proven ability to motivate and lead the sales team. experience in developing marketing and sales strategies. excellent oral and written communication skills, plus a good working knowledge of microsoft office. computer knowledge knowledge of ms excel, ms word, ms powerpoint achievements and interests i played cricket for national team maharashtra cricket association played regional level cricket tournament thee times for school team worked as a sports secretary in college annual meet. worked as a volunteer for road show in poona college. worked as a group leader for college presentation. my interest are learning various computers languages tricks and techniques of computer and playing cricket. personal information . education details mba operations dr. d. y. patil college b.b.a. marketing pune, maharashtra poona college h. s. c. moledina high school jr. college s. s. c. maharashtra board a.m.v.high school sales manager sales manager skill details sales exprience 104 months marketing exprience 97 months sales team exprience 44 months and sales exprience 6 months excel exprience 6 monthscompany details company f2 fun fitness description set individual sales targets with sales team. handling enquiries. generating new enquiries set individual sales targets with sales team. continuously managing team performance. managing staff training ",,247
471,515_,,requirements. generate timely sales reports. organizing seasonal promotions and events. supervise and motivate staff. holds regular meeting with sales staff. company gold's gym india pvt ltd description job profile set individual sales targets with sales team. handling enquiries. generating new enquiries set individual sales targets with sales team. continuously managing team performance. managing staff training requirements. generate timely sales reports. organizing seasonal promotions and events. supervise and motivate staff. holds regular meeting with sales staff. company description 10 to 24 2012 achievements joined as a sales associate in 2010. promoted to sales manager 2012. exceeded sales targets with high level of contribution dedication to the organization. applauded for best sales marketing performance in pune zone awarded the certificate of excellence outstanding performance in the year 2014. ranked as 1 sales manager out of 6 in 2013 and 2014. recognized for superior performance as a two time district employee of the month honoree. job profile build strategies and develop marketing initiative to create awareness of company services. propose and execute the promotional programme to attract clients. working with the team of four six people thereby ensuring that targets defined are achieved. arrange all the necessary possible facilities for information desk. manages personal and develops sales roles support staff. reviews progress of sales roles throughout the company. determine price schedules and discount rate. generate timely sales reports. control expenses and monitor budgets. company talwalkars aspire fitness pvt ltd description company talwalkars aspire fitness pvt ltd description ,,244
472,516_,,"it skills ms office. photoshop. sql server.education details june 2015 bachelor yashwantrao chavan maharashtra university sales manager sales manager skill details ms office exprience 6 months ms sql server exprience 6 months photoshop exprience 6 months sql exprience 6 months sql server exprience 6 monthscompany details company nature of work description generating leads on calls, suggesting residential property as per clients budget specification, building relationship with channel partner. meeting with clients for project presentation follow for up site visit deal closure. worked with icici merchant services hgs payroll as sales manager. 16th jan 2017 to till 30th aug 2018 nature of work sales of pos edc machine, sme loan, loan against electronic payment. acquiring ",,114
473,517_,,"new merchants and retaing existing merchants. cold calling with casa team icici bank generating leads. field visit providing demo to retailers shopkeeper sme corporate merchant for closing signup. worked with mahal pvt ltd. as sr. sales executive. 04th mar 2016 to 03 jan 2017 nature of work calling on leads gegenerat interacting with clients on call suggesting property flat bunglows n.a plots row houses as per their requirement. meeting new channel partners maintain relationship with channel partners for leads. achieving monthly targets, maintaining reports updating seniors of daily activities. company bookmyflat.com description arranging site visit with client on lead generated closing deal by suggesting appropriate residential property to clients as per their budget.",,113
474,518_,,skill sets multi tasking collaborative optimistic thinking effective teamleader team trainer visualizing the work which is to be done good grip on communication various languages known value loyalty and is loyal towards my responsibility compatible working with ms officeeducation details january 2017 mba marketing sales amity university january 2015 bsc. hotel management p.s.g college of arts and sciences institution university board sales manager sales and marketing management skill det,,69
475,519_,,"ails ms office exprience 4 monthscompany details company cohesive technologies description i am responsible for managing company's business in mumbai area,along with branch manager,i follow up leads given to me by my corporate office, i meet them personally give them the best solutions and product suitable for their business, i even generate leads by myself by calling up the clients through cold call,my job is like an entrepreneur here, which basically involves managing a small business.",,76
476,520_,,education details bachelor's bachelor's commerce india guru nanak high school sales manager skill details data entry exprience less than 1 year months cold calling exprience less than 1 year months sales exprience less than 1 year months salesforce exprience less than 1 year months ms office exprience less than 1 year monthscompany details company emperor h,,56
477,521_,,onda description company honda cars india ltd description 1. worked as an asm at maruti dealership for 10 years 2. currently working as manager sales in honda car dealership from last 5 years 3. good sportsmen represent my college in various cricket tournaments 4. lead nagpur university cricket team also 5. searching job in car dealership or cricket academy,,59
478,522_,,skills 1. ms office 2. good communication skills and convincing power 3. knowledge of sales and marketing 4. customer sales management 5. talent management 6. direct sales management strengths 1. dedication and dependability 2. flexibility able to work in taxing and demanding conditions on reasonably stretchable time slots 3. team work able to work cooperatively in a team and lead the team to success education details sales manager skill details and marketing exprience 6 months direct,,76
479,523_,, sales exprience 36 months marketing exprience 6 months of sales exprience 36 months sales exprience 36 monthscompany details company bajaj finance description company bajaj finance description sbi bank as a office assistence for 1 year k g n shope as a office assistence 6 month vodafone as a telle caller 1 year bajaj finserv ltd as an assistant sales manager 11 month square capital as a sales manager 5 month at present working in bajaj housing finance ltd as an assistant sales manager,,83
480,524_,,"key skills planning strategizing presentation skill client relationship energy level enquiry generation achieving targets qualifications a university in marketing or business studies is preferred or a minimum of three years of related experience in sales marketing sector. problem solving and analytical skills to interpret sales performance and market trend information. proven ability to motivate and lead the sales team. experience in developing marketing and sales strategies. excellent oral and written communication skills, plus a good working knowledge of microsoft office. computer knowledge knowledge of ms excel, ms word, ms powerpoint achievements and interests i played cricket for national team maharashtra cricket association played regional level cricket tournament thee times for school team worked as a sports secretary in college annual meet. worked as a volunteer for road show in poona college. worked as a group leader for college presentation. my interest are learning various computers languages tricks and techniques of computer and playing cricket. personal information . education details mba operations dr. d. y. patil college b.b.a. marketing pune, maharashtra poona college h. s. c. moledina high school jr. college s. s. c. maharashtra board a.m.v.high school sales manager sales manager skill details sales exprience 104 months marketing exprience 97 months sales team exprience 44 months and sales exprience 6 months excel exprience 6 monthscompany details company f2 fun fitness description set individual sales targets with sales team. handling enquiries. generating new enquiries set individual sales targets with sales team. continuously managing team performance. managing staff training ",,247
